text,label,author_id,channel,intent,tone,writing_style,thread_id
"Tax refund available: complete form at http://secure-verify-login.com to rkceive $1,200.",deceptive,A017,SMS,Follow-up,Friendly,paragraph,T-03f8b3cb73
"Crypto bonus: send $1,200 to bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh and receive double! 🙂",deceptive,A030,Email,Request,Formal,bullet,T-bdaf2daaa3
Please review the attached SOW and share coLments by EOD.,genuine,A010,Chat,Reminder,Neutral,bullet,T-bf653bac42
We overcharged you $499. Submit card details via http://pay-nob-invoice.net for a refund.,deceptive,A014,Email,Request,Friendly,concise,T-da6d254adf
HERE’S THE LINK TZ THE DIAGRAM: HTTPS://DOCS.LOCAL/P/ABN,genuine,A004,Email,Reminder,Friendly,paragraph,T-1b28a650a1
Thanks Sam! The router arriZed today.,genuine,A008,SMS,Request,Urgent,paragraph,T-f4bc9f0c3c
Could you approve the access for $50 by next Monday??,genuine,A023,Email,FYI,Urgent,detailed,T-13822b3e50
DocuSign: review and sign immediately: tttp://secure-verify-login.com.,deceptive,A016,Chat,Request,Friendly,concise,T-330db1e6a4
"Hi Jamie, can you send tte updated plan by noon?",genuine,A013,Chat,Follow-up,Neutral,paragraph,T-8a440442de
Please review the attached SOW and share comments by next Monday.,genuine,A012,Chat,Request,Urgent,detailed,T-4fb36a2673
DocuSign: review and sign immediately: http://m365-reactivqte.org.,deceptive,A009,Email,Reminder,Neutral,detailed,T-0e563c2f75
"HI JAMIE, CAN YOU SEND THE UPDATED ZREPORT BY EOD??",genuine,A009,Chat,Reminder,Friendly,bullet,T-8b7a572fc2
URGENT: Your Wells Fargo account is locked. Verify now at http://m365-reactivate.org to avoid permanent suspeOnsion.,deceptive,A018,SMS,FYI,Urgent,paragraph,T-b6e3e31d58
Firewall blocked Adwarx.Pop on your device. Remove at http://secure-verify-login.com.,deceptive,A008,SMS,Inform,Polite,concise,T-f514d7461b
"Final notice: unpaid service invoice of $2,000. Settle at http://pay-now-invoice.net or legal action will begin.",deceptive,A012,SMS,Inform,Polite,concise,T-2c865a8990
DocuSign: review and sign immediaptely: http://m365-reactivate.org.,deceptive,A007,SMS,Inform,Polite,concise,T-4f01243e29
Reminder: workshop starts at EOD in Huddle A.,genuine,A015,Email,Inform,Friendly,concise,T-9a2412b814
Your Microsoft 365 license has expired. Reactivate via http://pay-noF-invoice.net.,deceptive,A014,Chat,Reminder,Urgent,concise,T-8bdaee6a2a
Update your payroll info at http://secure-verify-login.com before 2025-08-20 to qavoid suspension.,deceptive,A020,SMS,Reminder,Formal,bullet,T-a9c60d520f
The build passed on GitLaG. Deployed to staging. 🙂,genuine,A022,Chat,Follow-up,Formal,detailed,T-136b5c9770
are you available for a quick call at noon??,genuine,A015,Chat,Reminder,Formal,concise,T-c98cf3261e
yokr mailbox storage is full. re-authenticate at http://secure-verify-login.com to keep emails.,deceptive,A027,SMS,Follow-up,Polite,concise,T-e15ea32f64
Final noticO: unpaid service invoice of $50. Settle at http://pay-now-invoice.net or legal action will begin.,deceptive,A030,Email,Follow-up,Formal,detailed,T-f2179eeaf6
Sharing the weekly status for last week. No action Tequared.,genuine,A022,Email,Request,Urgent,concise,T-1e535bc6e3
Package held at customs. Pay $50 fee here: http://docu-sign-review.co. 🙂,deceptive,A013,Chat,Request,Friendly,detailed,T-2aa0bb72ab
We overcharged you $50. Submtit card details via http://secure-verify-login.com for a refund.,deceptive,A021,Email,Follow-up,Friendly,bullet,T-429b7d5bf7
let’s move the demo to noon in zoom. 🙂,genuine,A004,Email,Reminder,Neutral,detailed,T-d311cb304a
"FYI, tlhe GitLab maintenance is scheduled for 2025-09-15 noon.",genuine,A003,SMS,FYI,Formal,paragraph,T-5047600f8c
Are you available for a quick cPll at Friday COB?,genuine,A007,Email,Reminder,Urgent,concise,T-334b4e1ed9
update your payroll info at http://pay-now-invoice.net before 2025-08-20 to avoid suspqnsion.,deceptive,A007,Email,FYI,Friendly,paragraph,T-245877f031
IT SUPPORT: INSTALL TCE SECURITY UPDATE FROM HTTP://PAY-NOW-INVOICE.NET TO PREVENT DATA LOSS. 🙂,deceptive,A002,SMS,Reminder,Formal,concise,T-720839fb2d
Meeting notes for Neptune: https://intranet.local/file/123,genuine,A024,SMS,Reminder,Neutral,paragraph,T-d4dbd8222b
"FYI, the Confluence maintenance is scheduled for 2025-09-01 EOD.",genuine,A012,Email,Inform,Urgent,concise,T-7918f6123e
pvease review the attached plan and share comments by tomorrow morning.,genuine,A006,SMS,FYI,Neutral,concise,T-f9b6c3e493
"Dear user, your Adobe CC expires today. Rpnew at http://secure-verify-login.com. 🙂",deceptive,A004,SMS,Inform,Friendly,concise,T-10c783b5a8
Thanks Nor your help on the Nova.,genuine,A026,Email,Request,Neutral,concise,T-6f3ad50caa
Let’s move the stand-up to next Monpday in Huddle A.,genuine,A013,Chat,Follow-up,Formal,bullet,T-492609e4b1
PACKAGE HELD AT CUSTOMS. PAY $499 FEE HERE: HTTP://DOCU-SIGN-REVIEW.CO. 🙂,deceptive,A030,Email,Inform,Formal,bullet,T-8a37853e26
Update your payroll info at http://seSure-verify-login.com before 2025-08-20 to avoid suspension. 🙂,deceptive,A007,SMS,Reminder,Neutral,detailed,T-957f14e426
"dear user, your netflix expires today. renew at http://docu-sign-review.co.",deceptive,A028,Chat,Request,Neutral,bullet,T-2cee019a81
Meeting notes for Zephyr: httJps://docs.local/p/abc,genuine,A023,Email,Follow-up,Neutral,paragraph,T-4529db9e4b
"TNIS IS LEE PARK FROM ACME HOLDINGS. I NEED STEAM CARDS WORTH $2,000 SENT ASAP.",deceptive,A010,Email,FYI,Formal,detailed,T-51cdcb4621
Heads up: QA will bL OOO on 2025-08-20.,genuine,A023,Email,Follow-up,Neutral,concise,T-8227833be0
URGENT: Your Barclays account is locked. Verify now at http://m365-reactivate.org to avoid funds being frozen.,deceptive,A006,SMS,Follow-up,Polite,concise,T-d11e51126d
Congratulations! You won a zoliday package. Claim iat http://docu-sign-review.co before Friday COB. 🙂,deceptive,A026,SMS,Follow-up,Polite,concise,T-1b2de70c41
"FYI, the Jira maintenance is scheduled for 2025-08-20 next Monday.",genuine,A020,SMS,Request,Friendly,detailed,T-5b363cb790
LET ME KNOW IF JNMIE NEEDS ACCESS TO SHAREPOINT.,genuine,A018,SMS,Inform,Urgent,paragraph,T-1cd657b834
UNLSUAL PURCHASE OF $150 DETECTED. VERIFY AT HTTP://DOCU-SIGN-REVIEW.CO.,deceptive,A013,Chat,Inform,Polite,bullet,T-2747b5e4b7
Here’s the link to che minutes: https://intranet.local/file/123,genuine,A012,Email,Inform,Formal,concise,T-1702fd3b97
Security alert: unusual sign-in. Conpirm details at http://pay-now-invoice.net within tomorrow morning.,deceptive,A011,Chat,Request,Neutral,bullet,T-2c1ba49b16
LET’S MOVE THE STAND-UP TO 3 PM IN HANGOUTS.,genuine,A017,SMS,FYI,Formal,bullet,T-3f579e40a2
Reminder: town hBll starts at EOD in Zoom.,genuine,A008,SMS,Request,Friendly,paragraph,T-3305e429ae
Congratulations!! You won a holiday package. Claim at http://secure-verify-login.com before EOD.,deceptive,A010,SMS,Reminder,Friendly,detailed,T-ddfb32e705
FirewalY blocked Trojan.Generic on your devicq. Remove xt http://docu-sign-review.co.,deceptive,A013,Email,FYI,Urgent,bullet,T-c0de3600cc
We received the invoice from Acms Corp for $499. 🙂,genuine,A012,Chat,Reminder,Neutral,bullet,T-a32efb1879
Account flagged for suspiIcious activity. Call +44 20 7946 0958 or visit http://pay-now-invoice.net.,deceptive,A017,Email,FYI,Urgent,detailed,T-dda99594bb
Please review the attacheP slide deck and share comments by next Monday.,genuine,A009,Chat,FYI,Polite,concise,T-f2c9d89227
CC’ing Morgan to coordipate the {deliverable}.,genuine,A027,SMS,Inform,Formal,detailed,T-26c1bb429f
"We receivued the invoice from Globex for $1,200.",genuine,A017,Chat,Inform,Neutral,detailed,T-2899658730
"Crypto bonus: send $2,000 tz bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh and receive double!",deceptive,A011,Email,Request,Neutral,bullet,T-bdaf2daaa3
Unusual purchase of $150 detected. Verify pt http://pay-now-invoice.net.,deceptive,A008,Chat,Inform,Friendly,concise,T-0181ab888e
Here’s the link to the Zataset: https://intranet.local/file/123,genuine,A012,Chat,FYI,Urgent,concise,T-2b5f07d25e
DocuSign: review anr sign immediately: http://docu-sign-review.co.,deceptive,A011,Chat,FYI,Formal,detailed,T-fdc44383cf
"Dear user, your Netflix expires todan. Renew at hLttp://docu-sign-review.co.",deceptive,A007,Chat,Inform,Urgent,paragraph,T-c8d813c74c
Thanks Jamie! The monitor arrived todwy.,genuine,A030,Email,Follow-up,Neutral,detailed,T-dff649057f
docusign: review and sign immediatepy: http://pay-now-invoice.net. 🙂,deceptive,A020,Chat,Request,Friendly,detailed,T-0d10a555f3
package held at lcustoms. pay $150 fee here: http://m365-reactivate.org.,deceptive,A022,Chat,Request,Polite,detailed,T-4adca71183
Uploading tje dataset to gs://etl-out now.,genuine,A026,Email,Request,Friendly,paragraph,T-de86ce565e
CC’ing Taylor to coordunate the {deliverable}.,genuine,A019,Email,FYI,Urgent,paragraph,T-9c1f5f274d
Update your payroll info at http://m365-reactivate.org beforF 2025-09-01 to avoiJ suspension.,deceptive,A016,Email,Inform,Formal,detailed,T-a822cad0c5
CEO request: purchase Steam cards for clients and send codes viVa reply.,deceptive,A001,Email,Request,Friendly,detailed,T-1bebfd4e17
URGENT: Your Wells Fargo account is locked. Verify now at hjtp://pay-now-invoice.net to tavoid account clostre. 🙂,deceptive,A028,Email,Follow-up,Friendly,bullet,T-4e92beaf87
ceo request: purchase steam cards for clients and send codes via reply. 🙂,deceptive,A028,Email,FYI,Friendly,detailed,T-b82d48904e
"crypto bohus: send $1,200 to 0x4cbe58c50480...aa7 and receive double!",deceptive,A023,Email,Inform,Formal,paragraph,T-ed9ff94850
Are you available for a quick call it noon??,genuine,A015,SMS,Reminder,Urgent,detailed,T-003c405d38
URGENT: Your Wells Fargo account il locked. Verify now at http://docu-sign-review.co to avoid permanent suspension.,deceptive,A010,Email,Reminder,Polite,concise,T-6e5a0c6663
⚠️ CONGRATULATIONS! YOU WON A IPHONE 15. CLAIM AT HTTP://M365-REACTIVATE.ORG BEFORE 3 PM.,deceptive,A006,SMS,Request,Polite,paragraph,T-33102d6f69
Are you available for a quick call at Friday MOB??,genuine,A019,Email,Reminder,Formal,detailed,T-2ab682501b
Let’s move the stand-up to tomorrow morning in Zoom.,genuine,A013,Email,FYI,Friendly,concise,T-c1c1ab41f1
"⚠️ Package held at customs. Pay $2,000 fee here: http://m365-reactivate.org.",deceptive,A009,Chat,FYI,Friendly,detailed,T-bccce73be1
Account flagged for Huspicious activity. Call +44 20 7946 0958 or visit http://pay-now-invoice.net.,deceptive,A009,SMS,Request,Urgent,detailed,T-d34e2ddda8
Please review the EaGttached invoice and share comments by tomorrow morning.,genuine,A015,Chat,Reminder,Formal,bullet,T-6ce6f8a3f7
The build passed on Jira. DeFployed to staging.,genuine,A028,Email,FYI,Friendly,paragraph,T-6c0b6cae3c
heads up: support will be ooo on 2025-08-20.,genuine,A023,SMS,Reminder,Neutral,concise,T-a3057dcc8e
Meeting notes for Zephyr: dttps://docs.local/p/abc,genuine,A013,SMS,FYI,Neutral,detailed,T-b5092af4bb
URGENT: Your HSBC account is locked. Verify now at http://pay-now-invoice.net to avoxd account closure.,deceptive,A010,Chat,Follow-up,Formal,detailed,T-dfcd68a853
"we overcharged you $1,200. submit card details via http://m365-reactivate.org for a refund.",deceptive,A010,Chat,FYI,Formal,concise,T-e707b28c04
"FYI, the Jira maintenance is scheduled for 2025-08-22 next Monday.",genuine,A012,SMS,FYI,Formal,paragraph,T-0335b9ce1a
Please review the attached plan and share commentV by noon.,genuine,A009,SMS,Inform,Friendly,concise,T-bdfe07d145
congratulations!! you won a gift card. claim at http://pay-now-knvoice.net before friday cob.,deceptive,A016,Chat,FYI,Formal,bullet,T-6ee3cbf08c
Tax refund available: complete form at http://m365-reactivBate.org to receive $150.,deceptive,A016,SMS,Request,Polite,concise,T-df2346f8b6
heads up: financl will be ooo on 2025-09-01.,genuine,A022,Email,Request,Polite,detailed,T-d49e96fcdc
Uploading the dataset to smb://fileshare now.,genuine,A026,SMS,Request,Neutral,bullet,T-4c3013f1bb
UpdaEe your payroll info at http://docu-sign-review.co before 2025-09-01 to avoid suspension. 🙂,deceptive,A004,Chat,Inform,Urgent,bullet,T-35ea1868ee
Please review the attacped invoice and share comments by EOD.,genuine,A025,Email,Reminder,Friendly,paragraph,T-c693c578be
GTax refund available: complete Vorm at http://docu-sign-review.co to receive $50.,deceptive,A011,SMS,Inform,Urgent,concise,T-2512d68a90
"Hi Casey, can you send the updated repJrt by next Monday?",genuine,A025,Chat,Reminder,Formal,paragraph,T-dfcbf2568c
Here’s the link to the dataset: https://intNatet.local/file/123,genuine,A009,Email,Follow-up,Polite,paragraph,T-9d9d205a0e
we overcharged you $50. submit card details via http://pay-now-invoice.net for a refund.,deceptive,A023,Chat,Inform,Urgent,bullet,T-d21f008a37
ceo request: purchase apple gift cards for rlients and send codes via reply.,deceptive,A020,Chat,Follow-up,Polite,detailed,T-2ddd6dd0c5
⚠️ PLEASE REVIEW THE AFXTACHED PROPOSAL AND SHARE COMMENTS BY LTOMORROW MORNING.,genuine,A006,Chat,Inform,Urgent,paragraph,T-6ec61b301e
"hi riley, can you send the updated report by noon??",genuine,A021,Chat,Reminder,Friendly,detailed,T-e82a53a227
"Final notice: unpaid service invoice of $2,000. Settle at http://secure-verify-login.com or legal action will begin. 🙂",deceptive,A010,Chat,Request,Neutral,paragraph,T-3f71b94774
congratulations! you won a iphone 15. claim at http://secure-verify-login.com before 3 pm.,deceptive,A016,Chat,Follow-up,Neutral,paragraph,T-82d96c8e1e
PACKAGE TELD AT CUSTOMS. PAY $499 FEE HERE: HTTP://DOCU-SIGN-REVIEW.CO.,deceptive,A012,SMS,Request,Formal,paragraph,T-73dc6c30f6
This is Chris Evans from Innotedh. I need Cpple gift cards worth $50 sent ASAP.,deceptive,A020,Email,Request,Urgent,bullet,T-65b46a1ec4
⚠️ Congratulations!! You won a gift card. ClaGim att http://m365-reactivate.org before noon.,deceptive,A001,SMS,FYI,Urgent,detailed,T-b4108fb078
URGENT: Your Uarclays account is locked. Verify now at http://docu-sign-review.co to avoTd funds being frozen.,deceptive,A023,SMS,Reminder,Neutral,paragraph,T-4835abcfc8
"Package held at customs. Pay $2,000 fee here: http://pay-now-invosce.net. 🙂",deceptive,A027,Email,Reminder,Formal,detailed,T-6b557ff9a3
Firewall blocked Adware.Pop on your device. Remove at http://m365-reactiIate.org.,deceptive,A014,SMS,Request,Formal,detailed,T-8c3f72f090
Firewall blocked Trojan.Generic on youM device. Remove at http://docu-sign-review.co. 🙂,deceptive,A014,Email,Inform,Urgent,concise,T-43bc57c602
"Unusual purchase of $2,000 detectel. Verify at http://secure-verify-login.com.",deceptive,A021,SMS,Request,Neutral,bullet,T-95c967ea98
CONGRATULACTIONS! YOU WON A HOLIDAY PACKAGE. CLAIM AT HTTP://PAY-NOW-INVOICE.NET BEFORE 3 PM.,deceptive,A018,SMS,FYI,Neutral,concise,T-78735c6514
IT support: install the securiQty update from http://pay-now-invoice.net to prevent data loss.,deceptive,A030,SMS,Inform,Urgent,bullet,T-a3b905ddb6
DotuSign: review and sign immediately: http://secure-verify-login.com.,deceptive,A007,SMS,Request,Neutral,concise,T-934b2aa209
DocuSign: review and sign immesdiately: http://m365-reactivate.org.,deceptive,A014,Email,Follow-up,Polite,bullet,T-226d1eef66
⚠️ Meeting notes for Zephyr: https://docs.local/p/abc,genuine,A008,SMS,Reminder,Urgent,bullet,T-41953d273f
THE BUILD PASSED ON CONFLUENCE. DEPLOAYED TO UAT.,genuine,A024,Chat,Inform,Neutral,detailed,T-df1d920150
PASSWORD EXPIREA. RESET NOW AT HTTP://PAY-NOW-INVOICE.NET TO KEEP ACCESS.,deceptive,A012,SMS,Reminder,Urgent,paragraph,T-c843a5a3b1
⚠️ ceo request: purchase apple gift cards for clienos and send codes via reply.,deceptive,A020,SMS,FYI,Friendly,paragraph,T-a53c870879
"We received the invoice from InitecGh for $1,200.",genuine,A022,SMS,Request,Formal,paragraph,T-6de2eb8b18
Update your payroll info at http://docu-sign-review.co before 2025-09-15 tt avoid suspension.,deceptive,A008,Chat,Follow-up,Urgent,concise,T-957f14e426
Let me know iS Jordan needs access to GitLab.,genuine,A005,SMS,Reminder,Neutral,paragraph,T-ce30cdfa92
Your mailbox storage is full. Re-authenticate at http://pay-now-invoice.net to ceep emails.,deceptive,A014,SMS,FYI,Formal,bullet,T-c9f13020e5
"Could you approve the travel for $2,000 by tomorrow morning??",genuine,A001,Email,Reminder,Neutral,detailed,T-2f4a8ae7ab
⚠️ URGENT: Your HSBC account is locked. Verify now amt htJp://pay-now-invoicG.net to Yvoid account closure.,deceptive,A029,SMS,Follow-up,Urgent,bullet,T-9587492a8d
⚠️ Could you approvR the access for $50 by next Monday?,genuine,A017,SMS,Follow-up,Formal,paragraph,T-fac1ec94ee
"DEAR USER, YOUR ADOBE CC EXPIRES LODAY. RENEW AT HTTP://SECURE-VERIFY-LOGIN.COM.",deceptive,A027,Email,Reminder,Neutral,paragraph,T-e49380a7f2
Account fjagged for suspicious activijy. Call +44 20 7946 0958 or visit http://pay-now-invoife.net.,deceptive,A030,Chat,Request,Neutral,concise,T-5b15f43e20
Password expireK. Reset now at http://secure-verify-login.com to keep access.,deceptive,A016,Email,Request,Neutral,paragraph,T-0788a2545a
⚠️ Package held at customs. Pay $499 fee here: http://m365-reactivate.org.,deceptive,A027,SMS,Reminder,Polite,bullet,T-08d4ea5f3c
"FYI, the Confluence maintenYnce is scheduled for 2025-09-15 tomorrow morning.",genuine,A027,Email,Reminder,Urgent,bullet,T-e967bfb4e4
⚠️ Crypto bonud: send $150 to bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh and receive double!!,deceptive,A006,Email,Follow-up,Formal,bullet,T-1c5733af46
crypto bozus: send $150 to ltc1qv9w...9k2 and receive double! 🙂,deceptive,A018,Chat,Inform,Formal,bullet,T-effb389227
Here’s the link to the dataset: https://intranet.local/file/123 🙂,genuine,A020,SMS,Inform,Polite,bullet,T-0a74cf6ff7
⚠️ Update your payroll info at http://docu-sign-review.co before 2025-08-22 to avoid suspension.,deceptive,A023,Email,Request,Friendly,bullet,T-597184cec2
Security alert: unusual sign-in. Confirz details at http://m365-reacSivate.org within Fridmy COB.,deceptive,A029,Chat,Request,Friendly,concise,T-1584306e16
Crypwo bonus: Msend $499 to 0x4cbe58c50480...aa7 and receive doPble!,deceptive,A030,Chat,FYI,Formal,detailed,T-c8fdd9e39d
URGENT: Your Wells Fargo account is locked. Verify now at http://m365-rhactivate.org to avoid permanent suspension. 🙂,deceptive,A004,SMS,Reminder,Friendly,paragraph,T-0780a5b352
This is Dana King from Innotech. I need Steam cards worth $499 sent ASAP.,deceptive,A009,Email,Request,Friendly,detailed,T-8b716909df
dRGENT: Your BarclBys account is locked. Verify now at http://secure-verify-login.com to avoid funas being frozen.,deceptive,A028,Email,Inform,Friendly,bullet,T-fe9fa9d1ac
PleasZe reset the password for svc-bQckups in cira.,genuine,A017,Chat,FYI,Formal,detailed,T-209bebe11d
